version,book,chapter,verse,issue_type,verse_text,confidence
telugu_ov,Leviticus,17,19,structural:missing_verse,,high
telugu_ov,Leviticus,17,20,structural:missing_verse,,high
telugu_ov,Leviticus,17,21,structural:missing_verse,,high
telugu_ov,Leviticus,17,22,structural:missing_verse,,high
telugu_ov,Leviticus,17,23,structural:missing_verse,,high
telugu_ov,Leviticus,17,24,structural:missing_verse,,high
telugu_ov,Leviticus,17,25,structural:missing_verse,,high
telugu_ov,Leviticus,17,26,structural:missing_verse,,high
telugu_ov,Leviticus,17,27,structural:missing_verse,,high
telugu_ov,Leviticus,19,21,merged_word,అపరాధపరిహారార్థబలియగు,medium
telugu_ov,Leviticus,25,46,merged_word,స్వతంత్రించుకొనవచ్చును,medium
telugu_ov,Numbers,2,7,merged_word,జెబూలూనుగోత్రికులుండవలెను,medium
telugu_ov,Numbers,3,34,merged_word,లెక్కింపబడినవారెందరనగా,medium
telugu_ov,Numbers,11,27,merged_word,పరుగెత్తివచ్చిఎల్దాదు,medium
telugu_ov,Numbers,14,40,merged_word,కొనమీదికెక్కిచిత్తమండి,medium
telugu_ov,Numbers,15,39,merged_word,ప్రతిష్ఠితులైయుండునట్లు,medium
telugu_ov,Numbers,16,3,merged_word,హెచ్చించుకొనుచున్నారనగా,medium
telugu_ov,Numbers,18,6,merged_word,ఇశ్రాయేలీయులమధ్యనుండి,medium
telugu_ov,Numbers,18,8,merged_word,ప్రతిష్ఠించువాటన్నిటిలో,medium
telugu_ov,Numbers,18,19,merged_word,ప్రతిష్ఠార్పణములన్నిటిని,medium
telugu_ov,Numbers,31,3,merged_word,మిద్యానీయులమీదికిపోయి,medium
telugu_ov,Numbers,31,54,merged_word,శతాధిపతులయొద్దనుండియు,medium
telugu_ov,Numbers,33,52,merged_word,పోతవిగ్రహములనన్నిటిని,medium
telugu_ov,Deuteronomy,4,34,merged_word,చేసినవాటన్నిటిచొప్పున,medium
telugu_ov,Deuteronomy,4,40,merged_word,దీర్ఘాయుష్మంతుడవగునట్లు,medium
telugu_ov,Deuteronomy,5,33,merged_word,దీర్ఘాయుష్మంతులగునట్లు,medium
telugu_ov,Deuteronomy,6,2,merged_word,దీర్ఘాయుష్మంతుడవగునట్లు,medium
telugu_ov,Deuteronomy,11,9,merged_word,దీర్ఘాయుష్మంతులగునట్లును,medium
telugu_ov,Deuteronomy,12,2,merged_word,చెట్లన్నిటిక్రిందనేమి,medium
telugu_ov,Deuteronomy,14,9,merged_word,పొలుసులుగలవాటినన్నిటిని,medium
telugu_ov,Deuteronomy,19,7,merged_word,నీకాజ్ఞాపించుచున్నాను,medium
telugu_ov,Deuteronomy,19,12,merged_word,ప్రతిహత్యచేయువానిచేతికి,medium
telugu_ov,Deuteronomy,21,13,merged_word,పెండ్లిచేసికొనవచ్చును,medium
telugu_ov,Deuteronomy,22,7,merged_word,దీర్ఘాయుష్మంతుడవగునట్లును,medium
telugu_ov,Deuteronomy,24,2,merged_word,పెండ్లిచేసికొనవచ్చును,medium
telugu_ov,Deuteronomy,24,22,merged_word,నీకాజ్ఞాపించుచున్నాను,medium
telugu_ov,Deuteronomy,26,16,merged_word,నీకాజ్ఞాపించియున్నాడు,medium
telugu_ov,Deuteronomy,27,3,merged_word,శాస్త్రవాక్యములన్నిటిని,medium
telugu_ov,Deuteronomy,27,9,merged_word,ఇట్లనిరిఇశ్రాయేలీయులారా,medium
telugu_ov,Deuteronomy,28,27,merged_word,పోగొట్టుకొనజాలకుందువు,medium
telugu_ov,Deuteronomy,29,21,merged_word,గోత్రములన్నిటిలోనుండి,medium
telugu_ov,Deuteronomy,30,7,merged_word,ద్వేషించినవారిమీదికిని,medium
telugu_ov,Deuteronomy,31,17,merged_word,ప్రాప్తించెననుకొందురు,medium
telugu_ov,Deuteronomy,32,26,merged_word,లేకుండచేసెదననుకొందును,medium
telugu_ov,Deuteronomy,32,47,merged_word,దీర్ఘాయుష్మంతులగుదురు,medium
telugu_ov,Deuteronomy,34,9,merged_word,జ్ఞానాత్మపూర్ణుడాయెను,medium
telugu_ov,Joshua,1,11,merged_word,స్వాధీనపరచుకొనబోవుటకై,medium
telugu_ov,Joshua,2,2,merged_word,ఇశ్రాయేలీయులయొద్దనుండి,medium
telugu_ov,Joshua,7,23,merged_word,ఇశ్రాయేలీయులయొద్దకును,medium
telugu_ov,Joshua,10,2,merged_word,అదోనీసెదెకుగిబియోనీయులు,medium
telugu_ov,Joshua,10,6,merged_word,గిబియోనీయులుమన్యములలో,medium
telugu_ov,Joshua,15,16,merged_word,కాలేబుకిర్యత్సేఫెరును,medium
telugu_ov,Joshua,17,16,merged_word,బేత్షెయానులోనివారికిని,medium
telugu_ov,Joshua,18,15,merged_word,కిర్యత్యారీముకొననుండి,medium
telugu_ov,Joshua,21,6,merged_word,అర్ధగోత్రపువారినుండియు,medium
telugu_ov,Joshua,22,17,merged_word,పవిత్రపరచుకొనకయున్నాము,medium
telugu_ov,Joshua,22,24,merged_word,సంతానపువారితోఇశ్రాయేలీయుల,medium
telugu_ov,Judges,1,12,merged_word,కాలేబుకిర్యత్సేఫెరును,medium
telugu_ov,Judges,4,19,merged_word,అతడుదప్పికొనియున్నాను,medium
telugu_ov,Judges,5,2,merged_word,ఇశ్రాయేలీయులలోయుద్ధశాలులు,medium
telugu_ov,Judges,6,8,merged_word,ప్రకటించెనుఇశ్రాయేలీయుల,medium
telugu_ov,Judges,6,19,merged_word,మస్తకివృక్షముక్రిందికి,medium
telugu_ov,Judges,7,5,merged_word,యెహోవాకుక్కగతుకునట్లు,medium
telugu_ov,Judges,8,21,merged_word,పల్మున్నాలుప్రాయముకొలది,medium
telugu_ov,Judges,11,24,merged_word,నీవనుభవించుచున్నావుగదా,medium
telugu_ov,Judges,14,12,merged_word,సమ్సోనుమీకిష్టమైనయెడల,medium
telugu_ov,Judges,16,20,merged_word,నిద్రమేలుకొనియెప్పటియట్లు,medium
telugu_ov,Judges,16,20,merged_word,విడజిమ్ముకొందుననుకొనెను,medium
telugu_ov,Judges,19,12,merged_word,యజమానుడుఇశ్రాయేలీయులు,medium
telugu_ov,Judges,19,28,merged_word,ప్రత్యుత్తరమియ్యకుండెను,medium
telugu_ov,Judges,20,12,merged_word,బెన్యామీనీయులందరియొద్దకు,medium
telugu_ov,Judges,20,34,merged_word,ఇశ్రాయేలీయులందరిలోనుండి,medium
telugu_ov,Ruth,4,10,merged_word,పెండ్లిచేసికొనుచున్నాను,medium
telugu_ov,1 Samuel,2,3,merged_word,మాటలాడకుడిగర్వపుమాటలు,medium
telugu_ov,1 Samuel,4,16,merged_word,మనుష్యుడుయుద్ధములోనుండి,medium
telugu_ov,1 Samuel,5,8,merged_word,పిలువనంపించిఇశ్రాయేలీ,medium
telugu_ov,1 Samuel,5,11,merged_word,పిలువనంపించిఇశ్రాయేలీయుల,medium
telugu_ov,1 Samuel,7,2,merged_word,కిర్యత్యారీములోనుండిన,medium
telugu_ov,1 Samuel,7,5,merged_word,సమూయేలుఇశ్రాయేలీయులందరిని,medium
telugu_ov,1 Samuel,9,9,merged_word,దీర్ఘదర్శియనిపించుకొనెను,medium
telugu_ov,1 Samuel,9,26,merged_word,సమూయేలుమిద్దెమీదనున్న,medium
telugu_ov,1 Samuel,12,5,merged_word,చెప్పినప్పుడుసాక్షులే,medium
telugu_ov,1 Samuel,13,13,merged_word,రాజ్యమునుఇశ్రాయేలీయులమీద,medium
telugu_ov,1 Samuel,15,32,merged_word,తీసికొనిరండనిచెప్పెను,medium
telugu_ov,1 Samuel,16,1,merged_word,విచ్చెనుఇశ్రాయేలీయులమీద,medium
telugu_ov,1 Samuel,16,15,merged_word,సేవకులుదేవునియొద్దనుండి,medium
telugu_ov,1 Samuel,20,12,merged_word,యోనాతానుఇశ్రాయేలీయులకు,medium
telugu_ov,1 Samuel,20,29,merged_word,అర్పింపబోవుచున్నారునీవును,medium
telugu_ov,1 Samuel,22,7,merged_word,ఇట్లనెనుబెన్యామీనీయులారా,medium
telugu_ov,1 Samuel,24,2,merged_word,ఇశ్రాయేలీయులందరిలోనుండి,medium
telugu_ov,1 Samuel,28,8,merged_word,వచ్చికర్ణపిశాచముద్వారా,medium
telugu_ov,2 Samuel,1,27,merged_word,పడిపోయిరియుద్ధసన్నద్ధులు,medium
telugu_ov,2 Samuel,2,5,merged_word,యాబేష్గిలాదువారియొద్దకు,medium
telugu_ov,2 Samuel,3,38,merged_word,సెలవిచ్చెనునేటిదినమున,medium
telugu_ov,2 Samuel,7,10,merged_word,కష్టపెట్టకయుండునట్లుగా,medium
telugu_ov,2 Samuel,7,23,merged_word,ఐగుప్తుదేశములోనుండియు,medium
telugu_ov,2 Samuel,15,10,merged_word,గోత్రములన్నిటియొద్దకు,medium
telugu_ov,2 Samuel,16,16,merged_word,అబ్షాలోమునొద్దకువచ్చి,medium
telugu_ov,2 Samuel,18,12,merged_word,ముట్టకుండజాగ్రత్తపడుడని,medium
telugu_ov,2 Samuel,20,14,merged_word,బేత్మయకావారియొద్దకును,medium
telugu_ov,2 Samuel,22,3,merged_word,రక్షకుడుబలాత్కారులనుండి,medium
telugu_ov,2 Samuel,22,5,merged_word,చుట్టుకొనగనువరదపొర్లువలె,medium
telugu_ov,2 Samuel,22,9,merged_word,నాసికారంధ్రములలోనుండి,medium
telugu_ov,2 Samuel,22,15,merged_word,చెదరగొట్టెనుమెరుపులను,medium
telugu_ov,2 Samuel,22,21,merged_word,నిర్దోషత్వమునుబట్టియే,medium
telugu_ov,2 Samuel,22,26,merged_word,యథార్థవంతుడవుగానుందువు,medium
telugu_ov,2 Samuel,22,31,merged_word,శరణుజొచ్చువారికందరికి,medium
telugu_ov,2 Samuel,22,42,merged_word,ప్రత్యుత్తరమియ్యకుండును,medium
telugu_ov,2 Samuel,24,17,merged_word,ప్రార్థించెనుచిత్తగించుము,medium
telugu_ov,1 Kings,1,22,merged_word,లోపలికిరాగాప్రవక్తయగు,medium
telugu_ov,1 Kings,3,11,merged_word,విచ్చెనుదీర్ఘాయువునైనను,medium
telugu_ov,1 Kings,5,13,merged_word,ఇశ్రాయేలీయులందరిచేతను,medium
telugu_ov,1 Kings,10,2,merged_word,తోచినదానినంతటినిబట్టి,medium
telugu_ov,1 Kings,12,6,merged_word,ప్రత్యుత్తరమిచ్చెదనని,medium
telugu_ov,1 Kings,12,23,merged_word,బెన్యామీనీయులందరితోను,medium
telugu_ov,1 Kings,14,21,merged_word,గోత్రములన్నిటిలోనుండి,medium
telugu_ov,1 Kings,15,10,merged_word,సంవత్సరములుయెరూషలేమునందు,medium
telugu_ov,1 Kings,18,8,merged_word,ఉన్నాడనితెలియజేయుమనెను,medium
telugu_ov,1 Kings,18,26,merged_word,ప్రత్యుత్తరమిచ్చువాడు,medium
telugu_ov,1 Kings,20,9,merged_word,తెలియజెప్పవలసినదేమనగా,medium
telugu_ov,1 Kings,22,3,merged_word,పిలిపించిరామోత్గిలాదు,medium
telugu_ov,2 Kings,1,9,merged_word,ఆజ్ఞాపించుచున్నాడనెను,medium
telugu_ov,2 Kings,1,11,merged_word,ఆజ్ఞాపించుచున్నాడనెను,medium
telugu_ov,2 Kings,4,12,merged_word,పిలిచిఈషూనేమీయురాలిని,medium
telugu_ov,2 Kings,5,19,merged_word,చెప్పగాఒఎలీషానెమ్మదిగలిగి,medium
telugu_ov,2 Kings,6,8,merged_word,ఆలోచనచేసిఫలానిస్థలమందు,medium
telugu_ov,2 Kings,6,27,merged_word,ద్రాక్షగానుగలోనుండియైనను,medium
telugu_ov,2 Kings,8,13,merged_word,హజాయేలుకుక్కవంటివాడనగు,medium
telugu_ov,2 Kings,10,15,merged_word,కుశలప్రశ్నలడిగినీయెడల,medium
telugu_ov,2 Kings,13,23,merged_word,చేసియున్ననిబంధననుబట్టి,medium
telugu_ov,2 Kings,14,9,merged_word,పంపెనులెబానోనులోనున్న,medium
telugu_ov,2 Kings,16,8,merged_word,తిగ్లత్పిలేసెరునొద్దకు,medium
telugu_ov,2 Kings,18,27,merged_word,కూర్చున్నవారియొద్దకును,medium
telugu_ov,2 Kings,18,36,merged_word,ప్రత్యుత్తరమియ్యవద్దని,medium
telugu_ov,2 Kings,19,23,merged_word,సత్రములలోనికినికర్మెలు,medium
telugu_ov,2 Kings,23,1,merged_word,పెద్దలనందరినియెరూషలేము,medium
telugu_ov,2 Kings,24,1,merged_word,బబులోనురాజైననెబుకద్నెజరు,medium
telugu_ov,2 Kings,25,24,merged_word,ప్రమాణముచేసికల్దీయులకు,medium
telugu_ov,1 Chronicles,6,61,merged_word,గోత్రస్థానములోనుండియు,medium
telugu_ov,1 Chronicles,6,62,merged_word,గోత్రస్థానములోనుండియు,medium
telugu_ov,1 Chronicles,6,62,merged_word,గోత్రస్థానములోనుండియు,medium
telugu_ov,1 Chronicles,6,63,merged_word,గోత్రస్థానములోనుండియు,medium
telugu_ov,1 Chronicles,6,63,merged_word,గోత్రస్థానములోనుండియు,medium
telugu_ov,1 Chronicles,6,63,merged_word,గోత్రస్థానములోనుండియు,medium
telugu_ov,1 Chronicles,6,65,merged_word,గోత్రస్థానములోనుండియు,medium
telugu_ov,1 Chronicles,6,65,merged_word,గోత్రస్థానములోనుండియు,medium
telugu_ov,1 Chronicles,6,70,merged_word,అర్ధగోత్రస్థానములోనుండి,medium
telugu_ov,1 Chronicles,6,72,merged_word,ఖారుగోత్రస్థానములోనుండి,medium
telugu_ov,1 Chronicles,10,11,merged_word,పరాక్రమశాలులైనవారందరును,medium
telugu_ov,1 Chronicles,16,20,merged_word,రాజ్యమునుండిరాజ్యమునకును,medium
telugu_ov,1 Chronicles,17,15,merged_word,ప్రత్యక్షమైనదానిబట్టి,medium
telugu_ov,1 Chronicles,18,14,merged_word,ఇశ్రాయేలీయులందరిమీదను,medium
telugu_ov,1 Chronicles,21,12,merged_word,ప్రత్యుత్తరమియ్యవలెనో,medium
telugu_ov,1 Chronicles,22,5,merged_word,ప్రసిద్ధిచెందునట్లుగా,medium
telugu_ov,1 Chronicles,22,6,merged_word,పిలిపించిఇశ్రాయేలీయుల,medium
telugu_ov,1 Chronicles,26,21,merged_word,గూర్చినదిగెర్షోనీయుడైన,medium
telugu_ov,1 Chronicles,27,11,merged_word,సంబంధుడునుహుషాతీయుడునైన,medium
telugu_ov,2 Chronicles,1,3,merged_word,ఇశ్రాయేలీయులకందరికిని,medium
telugu_ov,2 Chronicles,11,1,merged_word,బెన్యామీనీయులలోనుండియు,medium
telugu_ov,2 Chronicles,12,13,merged_word,గోత్రములన్నిటిలోనుండి,medium
telugu_ov,2 Chronicles,14,4,merged_word,ధర్మశాస్త్రమునుబట్టియు,medium
telugu_ov,2 Chronicles,14,5,merged_word,పట్టణములన్నిటిలోనుండి,medium
telugu_ov,2 Chronicles,18,10,merged_word,చేయించుకొనివచ్చిసిరియనులు,medium
telugu_ov,2 Chronicles,20,4,merged_word,పట్టణములన్నిటిలోనుండి,medium
telugu_ov,2 Chronicles,20,11,merged_word,స్వతంత్రించుకొనవలెనని,medium
telugu_ov,2 Chronicles,20,20,merged_word,కృతార్థులగుదురనిచెప్పెను,medium
telugu_ov,2 Chronicles,24,5,merged_word,యేలీయులందరియొద్దనుండి,medium
telugu_ov,2 Chronicles,26,18,merged_word,పరిశుద్ధస్థలములోనుండి,medium
telugu_ov,2 Chronicles,29,5,merged_word,పరిశుద్ధస్థలములోనుండి,medium
telugu_ov,2 Chronicles,29,16,merged_word,నిషిద్ధవస్తువులన్నిటిని,medium
telugu_ov,2 Chronicles,29,21,merged_word,పరిశుద్ధస్థలముకొరకును,medium
telugu_ov,2 Chronicles,29,24,merged_word,ఇశ్రాయేలీయులందరికొరకు,medium
telugu_ov,2 Chronicles,29,34,merged_word,ప్రతిష్ఠించుకొనుటయందు,medium
telugu_ov,2 Chronicles,30,2,merged_word,ప్రతిష్ఠించుకొనకుండుట,medium
telugu_ov,2 Chronicles,31,3,merged_word,యెహోవాధర్మశాస్త్రమునందు,medium
telugu_ov,2 Chronicles,31,10,merged_word,మొదలుపెట్టినప్పటినుండి,medium
telugu_ov,2 Chronicles,33,16,merged_word,అర్పించుచుఇశ్రాయేలీయుల,medium
telugu_ov,2 Chronicles,35,15,merged_word,ద్వారములన్నిటియొద్దను,medium
telugu_ov,2 Chronicles,35,21,merged_word,శత్రువులగువారిమీదికేగాని,medium
telugu_ov,2 Chronicles,36,17,merged_word,పరిశుద్ధస్థలముగానున్న,medium
telugu_ov,Ezra,7,27,merged_word,అనుగ్రహింపజేసినందునను,medium
telugu_ov,Ezra,8,35,merged_word,ఇశ్రాయేలీయులందరికొరకు,medium
telugu_ov,Nehemiah,1,3,merged_word,వారుచెరపట్టబడినవారిలో,medium
telugu_ov,Nehemiah,2,12,merged_word,ఆలోచననునేనెవరితోనైనను,medium
telugu_ov,Nehemiah,8,13,merged_word,ధర్మశాస్త్రగ్రంథపుమాటలు,medium
telugu_ov,Nehemiah,9,18,merged_word,చేసికొనిఐగుప్తులోనుండి,medium
telugu_ov,Nehemiah,11,29,merged_word,ఏన్రిమ్మోనులోనుజొర్యాలోను,medium
telugu_ov,Nehemiah,13,22,merged_word,పవిత్రపరచుకొనవలెననియు,medium
telugu_ov,Esther,9,16,merged_word,కొల్లసొమ్ముపట్టుకొనలేదు,medium
telugu_ov,Esther,9,26,merged_word,చూచినదానినంతటినిబట్టియు,medium
telugu_ov,Esther,9,31,merged_word,విశ్వాసార్థ్వములగునట్టియు,medium
telugu_ov,Job,4,11,merged_word,నశించునుసింహపుపిల్లలు,medium
telugu_ov,Job,4,19,merged_word,నివసించువారియందుమంటిలో,medium
telugu_ov,Job,4,19,merged_word,పుట్టినవారియందుచిమ్మట,medium
telugu_ov,Job,5,3,merged_word,శాపగ్రస్తమనికనుగొంటిని,medium
telugu_ov,Job,6,4,merged_word,పానముచేయుచున్నదిదేవుని,medium
telugu_ov,Job,8,21,merged_word,అవమానభరితులగుదురుదుష్టుల,medium
telugu_ov,Job,9,17,merged_word,విస్తరింపజేయుచున్నాడు,medium
telugu_ov,Job,9,24,merged_word,అప్పగింపబడియున్నదివారి,medium
telugu_ov,Job,9,27,merged_word,మరచిపోయెదననియుదుఃఖముఖుడనై,medium
telugu_ov,Job,11,7,merged_word,పరిపూర్ణజ్ఞానముకలుగునా,medium
telugu_ov,Job,11,20,merged_word,క్షీణించిపోవునువారికి,medium
telugu_ov,Job,15,2,merged_word,ప్రత్యుత్తరమియ్యదగునా,medium
telugu_ov,Job,16,3,merged_word,నాకుత్తరమిచ్చుచున్నావు,medium
telugu_ov,Job,19,19,merged_word,ప్రాణస్నేహితులకందరికి,medium
telugu_ov,Job,21,19,merged_word,చెప్పుచున్నారుచేసినవారు,medium
telugu_ov,Job,22,26,merged_word,ఆనందించెదవుదేవునితట్టు,medium
telugu_ov,Job,22,29,merged_word,పడద్రోయబడినప్పుడుమీదు,medium
telugu_ov,Job,22,29,merged_word,చూచెదనందువువినయముగలవానిని,medium
telugu_ov,Job,22,30,merged_word,నిర్దోషికానివానినైనను,medium
telugu_ov,Job,30,19,merged_word,బూడిదెయునైనట్లున్నాను,medium
telugu_ov,Psalms,4,7,merged_word,హృదయములోపుట్టించితివి,medium
telugu_ov,Psalms,5,7,merged_word,మందిరములోప్రవేశించెదను,medium
telugu_ov,Psalms,5,10,merged_word,తిరుగబడియున్నారువారిని,medium
telugu_ov,Psalms,7,7,merged_word,చుట్టుకొనునప్పుడువారికి,medium
telugu_ov,Psalms,9,1,merged_word,అద్భుతకార్యములన్నిటిని,medium
telugu_ov,Psalms,9,2,merged_word,సంతోషించిహర్షించుచున్నాను,medium
telugu_ov,Psalms,9,7,merged_word,సింహాసనాసీనుడైయున్నాడు,medium
telugu_ov,Psalms,9,8,merged_word,తీర్చునుయథార్థతనుబట్టి,medium
telugu_ov,Psalms,10,14,merged_word,చూచుచున్నావునిరాధారులు,medium
telugu_ov,Psalms,17,6,merged_word,మొఱ్ఱపెట్టుకొనియున్నాను,medium
telugu_ov,Psalms,17,6,merged_word,నాకుత్తరమిచ్చెదవునాకు,medium
telugu_ov,Psalms,17,10,merged_word,కఠినపరచుకొనియున్నారువారి,medium
telugu_ov,Psalms,21,6,merged_word,నుల్లసింపజేసియున్నావు,medium
telugu_ov,Psalms,22,29,merged_word,వర్థిల్లుచున్నవారందరు,medium
telugu_ov,Psalms,31,5,merged_word,చేతికప్పగించుచున్నాను,medium
telugu_ov,Psalms,31,11,merged_word,నిందాస్పదుడనైయున్నాను,medium
telugu_ov,Psalms,37,34,merged_word,స్వతంత్రించుకొనునట్లు,medium
telugu_ov,Psalms,38,15,merged_word,కనిపెట్టుకొనియున్నాను,medium
telugu_ov,Psalms,39,8,merged_word,అతిక్రమములన్నిటినుండి,medium
telugu_ov,Psalms,44,15,merged_word,తీర్చుకొనువారినిబట్టియు,medium
telugu_ov,Psalms,55,3,merged_word,మోపుచున్నారుఆగ్రహముగలవారై,medium
telugu_ov,Psalms,59,9,merged_word,కనిపెట్టుకొనుచున్నాను,medium
telugu_ov,Psalms,62,12,merged_word,ప్రతిఫలమిచ్చుచున్నావు,medium
telugu_ov,Psalms,69,16,merged_word,వాత్సల్యబాహుళ్యతనుబట్టి,medium
telugu_ov,Psalms,73,27,merged_word,వ్యభిచరించువారినందరిని,medium
telugu_ov,Psalms,78,14,merged_word,అగ్నిప్రకాశములోనుండియు,medium
telugu_ov,Psalms,78,32,merged_word,ఆశ్చర్యకార్యములనుబట్టి,medium
telugu_ov,Psalms,82,3,merged_word,తలిదండ్రులులేనివారికిని,medium
telugu_ov,Psalms,86,5,merged_word,మొఱ్ఱపెట్టువారందరియెడల,medium
telugu_ov,Psalms,97,10,merged_word,భక్తిహీనులచేతిలోనుండి,medium
telugu_ov,Psalms,105,2,merged_word,ఆశ్చర్యకార్యములన్నిటిని,medium
telugu_ov,Psalms,105,31,merged_word,ప్రాంతములన్నిటిలోనికి,medium
telugu_ov,Psalms,107,31,merged_word,కార్యములనుబట్టియువారు,medium
telugu_ov,Psalms,108,6,char:latin_in_telugu,నీ ప్రభావము సర్వభూమిమీద కనబడనిమ్ము నీ ప్రియులు విమోచింపబడునట్లుn నీ కుడిచేతితో న,low
telugu_ov,Psalms,110,3,merged_word,పరిశుద్ధాలంకృతులైమంచు,medium
telugu_ov,Psalms,115,12,merged_word,వంశస్థులనాశీర్వదించును,medium
telugu_ov,Psalms,119,101,merged_word,దుష్టమార్గములన్నిటిలో,medium
telugu_ov,Psalms,130,5,merged_word,కనిపెట్టుకొనుచున్నాను,medium
telugu_ov,Psalms,139,21,merged_word,అసహ్యించుకొనుచున్నాను,medium
telugu_ov,Psalms,149,2,merged_word,పుట్టించినవానినిబట్టి,medium
telugu_ov,Psalms,149,2,merged_word,రాజునుబట్టిఆనందించుదురు,medium
telugu_ov,Proverbs,1,28,merged_word,ప్రత్యుత్తరమియ్యకుందును,medium
telugu_ov,Proverbs,4,10,merged_word,దీర్ఘాయుష్మంతుడవగుదువు,medium
